Mean vec: 
( 0.0 , 0.0 )
( 0.34136546184738953 , -0.704048315637811 )
( 0.34538152610441764 , -0.7056157291920445 )
( 0.34939759036144574 , -0.7070060269238931 )
( 0.35341365461847385 , -0.7082194414268835 )
( 0.35742971887550196 , -0.709256260031783 )
( 0.36144578313253006 , -0.7101168259111046 )
( 0.3654618473895582 , -0.7108015392391908 )
( 0.36947791164658633 , -0.7113108584119422 )
( 0.37349397590361444 , -0.7116453013312994 )
( 0.37751004016064255 , -0.7118054467597182 )
( 0.38152610441767065 , -0.7117919357509863 )
( 0.38554216867469876 , -0.711605473164108 )
( 0.38955823293172687 , -0.7112468292686636 )
( 0.393574297188755 , -0.7107168414498944 )
( 0.3975903614457831 , -0.7100164160247089 )
( 0.4016064257028112 , -0.709146530179864 )
( 0.4056224899598393 , -0.708108234046488 )
( 0.40963855421686746 , -0.7069026529267634 )
( 0.41365461847389556 , -0.7055309896915848 )
( 0.41767068273092367 , -0.7039945273712255 )
( 0.4216867469879518 , -0.7022946319651551 )
( 0.4257028112449799 , -0.7004327555022895 )
( 0.429718875502008 , -0.6984104393890269 )
( 0.4337349397590361 , -0.6962293180910828 )
( 0.4377510040160642 , -0.6938911232047436 )
( 0.4417670682730923 , -0.6913976879871493 )
( 0.4457831325301204 , -0.6887509524329692 )
( 0.4497991967871485 , -0.6859529690080134 )
( 0.4538152610441767 , -0.683005909184407 )
( 0.4578313253012048 , -0.6799120709653406 )
( 0.4618473895582329 , -0.6766738876551638 )
( 0.465863453815261 , -0.6732939382248831 )
( 0.4698795180722891 , -0.6697749597730694 )
( 0.4738955823293172 , -0.6661198628129668 )
( 0.47791164658634533 , -0.6623317505148644 )
( 0.48192771084337344 , -0.6584139437321868 )
( 0.48594377510040154 , -0.654370015007212 )
( 0.48995983935742965 , -0.6502038377351177 )
( 0.4939759036144578 , -0.6459196643780519 )
( 0.4979919678714859 , -0.6415222745872314 )
( 0.502008032128514 , -0.642857411051024 )
( 0.5060240963855421 , -0.649924979151368 )
( 0.5100401606425702 , -0.6568790469657264 )
( 0.5140562248995983 , -0.6637146456038514 )
( 0.5180722891566265 , -0.6704273333595574 )
( 0.5220883534136546 , -0.6770130475858603 )
( 0.5261044176706827 , -0.6834680264791192 )
( 0.5301204819277108 , -0.6897887599127672 )
( 0.5341365461847389 , -0.6959719554293101 )
( 0.538152610441767 , -0.7020145132126726 )
( 0.5421686746987951 , -0.707913506843863 )
( 0.5461847389558232 , -0.7136661680115791 )
( 0.5502008032128514 , -0.7192698740500673 )
( 0.5542168674698794 , -0.7247221375716858 )
( 0.5582329317269076 , -0.7300205976953335 )
( 0.5622489959839357 , -0.7351630125200297 )
( 0.5662650602409638 , -0.7401472525888041 )
( 0.570281124497992 , -0.7449712951534575 )
( 0.57429718875502 , -0.7496332190970121 )
( 0.5783132530120482 , -0.7541312004024776 )
( 0.5823293172690762 , -0.758463508080698 )
( 0.5863453815261044 , -0.7626285004880601 )
( 0.5903614457831324 , -0.7666246219778853 )
( 0.5943775100401606 , -0.770450399839967 )
( 0.5983935742971886 , -0.7741044414906809 )
( 0.6024096385542168 , -0.777585431882466 )
( 0.606425702811245 , -0.7808921311064747 )
( 0.610441767068273 , -0.7840233721664771 )
( 0.6144578313253012 , -0.7869780589052058 )
( 0.6184738955823292 , -0.7897551640671492 )
( 0.6224899598393574 , -0.7923537274839765 )
( 0.6265060240963854 , -0.7947728543708497 )
( 0.6305220883534136 , -0.797011713723134 )
( 0.6345381526104417 , -0.7990695368045732 )
( 0.6385542168674698 , -0.8009456157189391 )
( 0.642570281124498 , -0.8026393020583571 )
( 0.646586345381526 , -0.8041500056219556 )
( 0.6506024096385542 , -0.8054771931995974 )
( 0.6546184738955823 , -0.8066203874155875 )
( 0.6586345381526104 , -0.8075791656283849 )
( 0.6626506024096385 , -0.8083531588820401 )
( 0.6666666666666666 , -0.8089420509061924 )
( 0.6706827309236947 , -0.8093455771613899 )
( 0.6746987951807228 , -0.8095635239268255 )
( 0.6787148594377509 , -0.8095957274280972 )
( 0.6827309236947791 , -0.8094420730025498 )
( 0.6867469879518072 , -0.8091024943001461 )
( 0.6907630522088353 , -0.8085769725179575 )
( 0.6947791164658634 , -0.8078655356665218 )
( 0.6987951807228915 , -0.8069682578664705 )
( 0.7028112449799196 , -0.8058852586740112 )
( 0.7068273092369477 , -0.8046167024338864 )
( 0.7108433734939759 , -0.8031627976586104 )
( 0.7148594377510039 , -0.801523796432873 )
( 0.7188755020080321 , -0.7996999938421 )
( 0.7228915662650601 , -0.7976917274242102 )
( 0.7269076305220883 , -0.7954993766437313 )
( 0.7309236947791165 , -0.7931233623874397 )
( 0.7349397590361445 , -0.7905641464808956 )
( 0.7389558232931727 , -0.7878222312251567 )
( 0.7429718875502007 , -0.7848981589530284 )
( 0.7469879518072289 , -0.7817925116044193 )
( 0.7510040160642569 , -0.7785059103202256 )
( 0.7550200803212851 , -0.7750390150543649 )
( 0.7590361445783131 , -0.7713925242034693 )
( 0.7630522088353413 , -0.7675671742540358 )
( 0.7670682730923694 , -0.7635637394465906 )
( 0.7710843373493975 , -0.7593830314567491 )
( 0.7751004016064257 , -0.7550258990928376 )
( 0.7791164658634537 , -0.7504932280099571 )
( 0.7831325301204819 , -0.7457859404404192 )
( 0.78714859437751 , -0.7409049949404045 )
( 0.7911646586345381 , -0.7358513861528551 )
( 0.7951807228915662 , -0.7306261445866009 )
( 0.7991967871485943 , -0.7252303364118077 )
( 0.8032128514056224 , -0.7196650632718462 )
( 0.8072289156626505 , -0.7139314621118114 )
( 0.8112449799196786 , -0.708030705023841 )
( 0.8152610441767068 , -0.701963999109674 )
( 0.8192771084337349 , -0.6957325863606681 )
( 0.823293172690763 , -0.6893377435558955 )
( 0.8273092369477911 , -0.6827807821786842 )
( 0.8313253012048192 , -0.6760630483523895 )
( 0.8353413654618473 , -0.6691859227960069 )
( 0.8393574297188754 , -0.662150820800557 )
( 0.8433734939759036 , -0.6549591922271658 )
( 0.8473895582329316 , -0.6476125215279858 )
( 0.8514056224899598 , -0.6401123277911847 )
( 0.8554216867469878 , -0.6324601648115605 )
( 0.859437751004016 , -0.62465762118832 )
( 0.8634538152610441 , -0.6167063204519887 )
( 0.8674698795180722 , -0.6086079212226764 )
( 0.8714859437751004 , -0.60036411740206 )
( 0.8755020080321284 , -0.5919766384019377 )
( 0.8795180722891566 , -0.5834472494127744 )
( 0.8835341365461846 , -0.5747777517156609 )
( 0.8875502008032128 , -0.565969983042386 )
( 0.8915662650602408 , -0.5570258179881258 )
( 0.895582329317269 , -0.5479471684829115 )
( 0.899598393574297 , -0.5387359843283884 )
( 0.9036144578313252 , -0.52939425380758 )
( 0.9076305220883534 , -0.5199240043770164 )
( 0.9116465863453814 , -0.5103273034519069 )
( 0.9156626506024096 , -0.5006062592971534 )
( 0.9196787148594376 , -0.4907630220395408 )
( 0.9236947791164658 , -0.48079978481934627 )
( 0.9277108433734939 , -0.4707187851035122 )
( 0.931726907630522 , -0.4605223061876963 )
( 0.9357429718875501 , -0.45021267891996636 )
( 0.9397590361445782 , -0.4397922836880674 )
( 0.9437751004016064 , -0.42926355272205774 )
( 0.9477911646586344 , -0.4186289727787905 )
( 0.9518072289156626 , -0.4078910882942848 )
( 0.9558232931726907 , -0.3970525051169479 )
( 0.9598393574297188 , -0.3861158949733913 )
( 0.9638554216867469 , -0.37508400087551286 )
( 0.967871485943775 , -0.36395964376249235 )
( 0.9718875502008031 , -0.35274573080622307 )
( 0.9759036144578312 , -0.34144526602890735 )
( 0.9799196787148593 , -0.33006136426624283 )
( 0.9839357429718875 , -0.31859727022893364 )
( 0.9879518072289156 , -0.30705638590113055 )
( 0.9919678714859437 , -0.2954423130414179 )
( 0.9959839357429718 , -0.2837589279866417 )
( 1.0 , -0.2720105554446848 )


True Fct: 
( 0.0 , 0.0 )
( 0.004016064257028112 , 0.039989248352346615 )
( 0.008032128514056224 , 0.07959562512525956 )
( 0.012048192771084336 , 0.118759814226484 )
( 0.01606425702811245 , 0.15742364273346285 )
( 0.020080321285140562 , 0.1955301602562481 )
( 0.024096385542168672 , 0.2330237159408302 )
( 0.028112449799196783 , 0.26985003301520377 )
( 0.0321285140562249 , 0.30595628078457643 )
( 0.03614457831325301 , 0.3412911439863324 )
( 0.040160642570281124 , 0.3758048894196743 )
( 0.04417670682730923 , 0.4094494297692824 )
( 0.048192771084337345 , 0.4421783845468391 )
( 0.05220883534136546 , 0.473947138078866 )
( 0.056224899598393566 , 0.5047128944740018 )
( 0.06024096385542168 , 0.534434729507598 )
( 0.0642570281124498 , 0.5630736393663371 )
( 0.0682730923694779 , 0.590592586200453 )
( 0.07228915662650602 , 0.6169565404360702 )
( 0.07630522088353413 , 0.642132519805153 )
( 0.08032128514056225 , 0.6660896250555751 )
( 0.08433734939759036 , 0.6887990723088652 )
( 0.08835341365461846 , 0.7102342220382496 )
( 0.09236947791164658 , 0.7303706046447057 )
( 0.09638554216867469 , 0.7491859426138212 )
( 0.1004016064257028 , 0.7666601692413568 )
( 0.10441767068273092 , 0.7827754439204907 )
( 0.10843373493975902 , 0.7975161639887959 )
( 0.11244979919678713 , 0.8108689731380523 )
( 0.11646586345381525 , 0.8228227663950181 )
( 0.12048192771084336 , 0.8333686916862643 )
( 0.12449799196787148 , 0.8425001480051302 )
( 0.1285140562248996 , 0.8502127802037382 )
( 0.1325301204819277 , 0.8565044704378476 )
( 0.1365461847389558 , 0.8613753262970972 )
( 0.14056224899598393 , 0.8648276656578923 )
( 0.14457831325301204 , 0.8668659983008024 )
( 0.14859437751004015 , 0.8674970043388972 )
( 0.15261044176706826 , 0.8667295095078773 )
( 0.15662650602409636 , 0.8645744573732268 )
( 0.1606425702811245 , 0.8610448785138644 )
( 0.1646586345381526 , 0.8561558567459086 )
( 0.1686746987951807 , 0.8499244924542153 )
( 0.17269076305220882 , 0.8423698631032528 )
( 0.17670682730923692 , 0.8335129810026716 )
( 0.18072289156626503 , 0.8233767484065895 )
( 0.18473895582329317 , 0.8119859100291362 )
( 0.18875502008032127 , 0.7993670030621943 )
( 0.19277108433734938 , 0.7855483047845186 )
( 0.1967871485943775 , 0.7705597778545185 )
( 0.2008032128514056 , 0.7544330133819324 )
( 0.20481927710843373 , 0.7372011718764211 )
( 0.20883534136546184 , 0.7188989221737478 )
( 0.21285140562248994 , 0.6995623784426791 )
( 0.21686746987951805 , 0.6792290353780637 )
( 0.22088353413654616 , 0.6579377016876838 )
( 0.22489959839357426 , 0.6357284319824531 )
( 0.2289156626506024 , 0.6126424571813397 )
( 0.2329317269076305 , 0.5887221135440288 )
( 0.2369477911646586 , 0.5640107704457823 )
( 0.24096385542168672 , 0.5385527570102557 )
( 0.24497991967871482 , 0.5123932877171129 )
( 0.24899598393574296 , 0.48557838710222034 )
( 0.25301204819277107 , 0.45815481366893956 )
( 0.2570281124497992 , 0.4301699831296081 )
( 0.2610441767068273 , 0.40167189109668267 )
( 0.2650602409638554 , 0.37270903534322775 )
( 0.2690763052208835 , 0.34333033775246835 )
( 0.2730923694779116 , 0.31358506607596315 )
( 0.2771084337349397 , 0.28352275561964363 )
( 0.28112449799196787 , 0.25319313097645785 )
( 0.285140562248996 , 0.22264602792367835 )
( 0.2891566265060241 , 0.19193131560209004 )
( 0.2931726907630522 , 0.16109881909325793 )
( 0.2971887550200803 , 0.13019824250988213 )
( 0.3012048192771084 , 0.09927909271289634 )
( 0.3052208835341365 , 0.06839060376745752 )
( 0.3092369477911646 , 0.03758166224828595 )
( 0.3132530120481927 , 0.006900733502992771 )
( 0.31726907630522083 , -0.0236042110199549 )
( 0.321285140562249 , -0.05388576527412713 )
( 0.3253012048192771 , -0.08389715884664696 )
( 0.3293172690763052 , -0.11359232581853203 )
( 0.3333333333333333 , -0.1429259721566137 )
( 0.3373493975903614 , -0.1718536415424956 )
( 0.34136546184738953 , -0.20033177954682482 )
( 0.34538152610441764 , -0.22831779606011252 )
( 0.34939759036144574 , -0.255770125894398 )
( 0.35341365461847385 , -0.282648287473237 )
( 0.35742971887550196 , -0.3089129395307918 )
( 0.36144578313253006 , -0.33452593574418793 )
( 0.3654618473895582 , -0.35945037722680345 )
( 0.36947791164658633 , -0.38365066281373644 )
( 0.37349397590361444 , -0.40709253707438003 )
( 0.37751004016064255 , -0.4297431359907705 )
( 0.38152610441767065 , -0.45157103024422485 )
( 0.38554216867469876 , -0.4725462660566642 )
( 0.38955823293172687 , -0.49264040353698896 )
( 0.393574297188755 , -0.5118265524868881 )
( 0.3975903614457831 , -0.530079405624531 )
( 0.4016064257028112 , -0.5473752691887032 )
( 0.4056224899598393 , -0.5636920908900966 )
( 0.40963855421686746 , -0.5790094851806474 )
( 0.41365461847389556 , -0.5933087558160153 )
( 0.41767068273092367 , -0.6065729156905331 )
( 0.4216867469879518 , -0.6187867039281817 )
( 0.4257028112449799 , -0.62993660021739 )
( 0.429718875502008 , -0.6400108363817085 )
( 0.4337349397590361 , -0.6489994051826329 )
( 0.4377510040160642 , -0.6568940663550739 )
( 0.4417670682730923 , -0.6636883498801829 )
( 0.4457831325301204 , -0.669377556504404 )
( 0.4497991967871485 , -0.6739587555177803 )
( 0.4538152610441767 , -0.677430779808638 )
( 0.4578313253012048 , -0.6797942182158425 )
( 0.4618473895582329 , -0.6810514052038262 )
( 0.465863453815261 , -0.681206407889547 )
( 0.4698795180722891 , -0.6802650104544284 )
( 0.4738955823293172 , -0.6782346959781639 )
( 0.47791164658634533 , -0.6751246257350156 )
( 0.48192771084337344 , -0.6709456159969217 )
( 0.48594377510040154 , -0.6657101123913147 )
( 0.48995983935742965 , -0.6594321618650563 )
( 0.4939759036144578 , -0.6521273823093156 )
( 0.4979919678714859 , -0.6438129299035172 )
( 0.502008032128514 , -0.6345074642397084 )
( 0.5060240963855421 , -0.6242311112917903 )
( 0.5100401606425702 , -0.6130054242970588 )
( 0.5140562248995983 , -0.6008533426203657 )
( 0.5180722891566265 , -0.5877991486739839 )
( 0.5220883534136546 , -0.5738684229688821 )
( 0.5261044176706827 , -0.5590879973756272 )
( 0.5301204819277108 , -0.5434859066755209 )
( 0.5341365461847389 , -0.5270913384848019 )
( 0.538152610441767 , -0.5099345816368815 )
( 0.5421686746987951 , -0.49204697310952566 )
( 0.5461847389558232 , -0.47346084358575563 )
( 0.5502008032128514 , -0.45420946173889926 )
( 0.5542168674698794 , -0.43432697733379866 )
( 0.5582329317269076 , -0.41384836323754426 )
( 0.5622489959839357 , -0.392809356434388 )
( 0.5662650602409638 , -0.3712463981405564 )
( 0.570281124497992 , -0.3491965731156551 )
( 0.57429718875502 , -0.32669754826814895 )
( 0.5783132530120482 , -0.30378751065303206 )
( 0.5823293172690762 , -0.2805051049603239 )
( 0.5863453815261044 , -0.2568893705933343 )
( 0.5903614457831324 , -0.2329796784358636 )
( 0.5943775100401606 , -0.20881566740750143 )
( 0.5983935742971886 , -0.18443718090611816 )
( 0.6024096385542168 , -0.15988420323632385 )
( 0.606425702811245 , -0.1351967961223054 )
( 0.610441767068273 , -0.11041503540284749 )
( 0.6144578313253012 , -0.08557894800565309 )
( 0.6184738955823292 , -0.06072844929722234 )
( 0.6224899598393574 , -0.035903280903526 )
( 0.6265060240963854 , -0.01114294909560823 )
( 0.6305220883534136 , 0.013513336167080501 )
( 0.6345381526104417 , 0.03802672144418349 )
( 0.6385542168674698 , 0.06235876918293271 )
( 0.642570281124498 , 0.08647151615944483 )
( 0.646586345381526 , 0.11032753090646696 )
( 0.6506024096385542 , 0.13388997004313705 )
( 0.6546184738955823 , 0.15712263342438185 )
( 0.6586345381526104 , 0.1799900180297676 )
( 0.6626506024096385 , 0.2024573705138785 )
( 0.6666666666666666 , 0.2244907383427315 )
( 0.6706827309236947 , 0.24605701944319963 )
( 0.6746987951807228 , 0.267124010295069 )
( 0.6787148594377509 , 0.287660452398011 )
( 0.6827309236947791 , 0.30763607704859075 )
( 0.6867469879518072 , 0.32702164836527803 )
( 0.6907630522088353 , 0.3457890045024289 )
( 0.6947791164658634 , 0.363911096997234 )
( 0.6987951807228915 , 0.3813620281967416 )
( 0.7028112449799196 , 0.39811708671528545 )
( 0.7068273092369477 , 0.4141527808758576 )
( 0.7108433734939759 , 0.4294468700923113 )
( 0.7148594377510039 , 0.4439783941526182 )
( 0.7188755020080321 , 0.45772770036683386 )
( 0.7228915662650601 , 0.4706764685468603 )
( 0.7269076305220883 , 0.48280773378860176 )
( 0.7309236947791165 , 0.49410590703061485 )
( 0.7349397590361445 , 0.5045567933669132 )
( 0.7389558232931727 , 0.5141476080951489 )
( 0.7429718875502007 , 0.5228669904849665 )
( 0.7469879518072289 , 0.5307050152549362 )
( 0.7510040160642569 , 0.5376532017500425 )
( 0.7550200803212851 , 0.5437045208153188 )
( 0.7590361445783131 , 0.548853399364785 )
( 0.7630522088353413 , 0.5530957226484328 )
( 0.7670682730923694 , 0.5564288342235434 )
( 0.7710843373493975 , 0.5588515336401639 )
( 0.7751004016064257 , 0.5603640718540601 )
( 0.7791164658634537 , 0.5609681443839365 )
( 0.7831325301204819 , 0.5606668822331359 )
( 0.78714859437751 , 0.5594648405994197 )
( 0.7911646586345381 , 0.5573679853997573 )
( 0.7951807228915662 , 0.5543836776403323 )
( 0.7991967871485943 , 0.5505206556651935 )
( 0.8032128514056224 , 0.5457890153201369 )
( 0.8072289156626505 , 0.5402001880714766 )
( 0.8112449799196786 , 0.5337669171223974 )
( 0.8152610441767068 , 0.5265032315724935 )
( 0.8192771084337349 , 0.5184244186689716 )
( 0.823293172690763 , 0.509546994200748 )
( 0.8273092369477911 , 0.49988867108935636 )
( 0.8313253012048192 , 0.48946832623316505 )
( 0.8353413654618473 , 0.4783059656638831 )
( 0.8393574297188754 , 0.46642268807673504 )
( 0.8433734939759036 , 0.453840646797945 )
( 0.8473895582329316 , 0.4405830102553671 )
( 0.8514056224899598 , 0.4266739210201451 )
( 0.8554216867469878 , 0.412138453489255 )
( 0.859437751004016 , 0.39700257028059677 )
( 0.8634538152610441 , 0.38129307741404844 )
( 0.8674698795180722 , 0.3650375783534639 )
( 0.8714859437751004 , 0.3482644269860977 )
( 0.8755020080321284 , 0.33100267961727575 )
( 0.8795180722891566 , 0.3132820460593609 )
( 0.8835341365461846 , 0.295132839895174 )
( 0.8875502008032128 , 0.2765859279969778 )
( 0.8915662650602408 , 0.2576726793829969 )
( 0.895582329317269 , 0.23842491349414308 )
( 0.899598393574297 , 0.21887484797421192 )
( 0.9036144578313252 , 0.1990550460372376 )
( 0.9076305220883534 , 0.17899836350605453 )
( 0.9116465863453814 , 0.1587378956062537 )
( 0.9156626506024096 , 0.13830692359981506 )
( 0.9196787148594376 , 0.1177388613426026 )
( 0.9236947791164658 , 0.09706720184970287 )
( 0.9277108433734939 , 0.07632546395227245 )
( 0.931726907630522 , 0.05554713912905791 )
( 0.9357429718875501 , 0.0347656385952108 )
( 0.9397590361445782 , 0.014014240730253726 )
( 0.9437751004016064 , -0.006673961073750467 )
( 0.9477911646586344 , -0.027266110063757718 )
( 0.9518072289156626 , -0.04772963719804558 )
( 0.9558232931726907 , -0.06803231156146036 )
( 0.9598393574297188 , -0.08814229004716712 )
( 0.9638554216867469 , -0.10802816622984385 )
( 0.967871485943775 , -0.1276590183568575 )
( 0.9718875502008031 , -0.14700445638557394 )
( 0.9759036144578312 , -0.16603466799673952 )
( 0.9799196787148593 , -0.1847204635157093 )
( 0.9839357429718875 , -0.20303331967528834 )
( 0.9879518072289156 , -0.22094542215598087 )
( 0.9919678714859437 , -0.23842970684160703 )
( 0.9959839357429718 , -0.2554598997304851 )
( 1.0 , -0.2720105554446849 )


Acquisition fct: 
( 0.0 , 0.0 )
( 0.004016064257028112 , 9.006047573249035e-09 )
( 0.008032128514056224 , 3.931642387922526e-06 )
( 0.012048192771084336 , 2.413457754771203e-05 )
( 0.01606425702811245 , 5.969752745250506e-05 )
( 0.020080321285140562 , 0.00010403065468292578 )
( 0.024096385542168672 , 0.00015207616038075383 )
( 0.028112449799196783 , 0.00020062423778301696 )
( 0.0321285140562249 , 0.00024770008219868926 )
( 0.03614457831325301 , 0.0002920942723808463 )
( 0.040160642570281124 , 0.00033307457408678575 )
( 0.04417670682730923 , 0.00037021396579775133 )
( 0.048192771084337345 , 0.00040328640972484616 )
( 0.05220883534136546 , 0.0004322019058682451 )
( 0.056224899598393566 , 0.00045696476623532847 )
( 0.06024096385542168 , 0.0004776459800475688 )
( 0.0642570281124498 , 0.0004943643689896537 )
( 0.0682730923694779 , 0.0005072733744480753 )
( 0.07228915662650602 , 0.0005165515454675649 )
( 0.07630522088353413 , 0.0005223955163941832 )
( 0.08032128514056225 , 0.0005250146967880147 )
( 0.08433734939759036 , 0.0005246271635722336 )
( 0.08835341365461846 , 0.0005214564141478775 )
( 0.09236947791164658 , 0.0005157287479081213 )
( 0.09638554216867469 , 0.0005076711151165252 )
( 0.1004016064257028 , 0.0004975093199686286 )
( 0.10441767068273092 , 0.0004854664972988509 )
( 0.10843373493975902 , 0.0004717618049805937 )
( 0.11244979919678713 , 0.00045660928995907863 )
( 0.11646586345381525 , 0.00044021689718184986 )
( 0.12048192771084336 , 0.0004227855988911712 )
( 0.12449799196787148 , 0.00040450862772687876 )
( 0.1285140562248996 , 0.0003855708015259073 )
( 0.1325301204819277 , 0.00036614793102477143 )
( 0.1365461847389558 , 0.0003464063041651545 )
( 0.14056224899598393 , 0.00032650224259528956 )
( 0.14457831325301204 , 0.0003065817273987686 )
( 0.14859437751004015 , 0.00028678009216377524 )
( 0.15261044176706826 , 0.0002672217823175046 )
( 0.15662650602409636 , 0.000248020180237115 )
( 0.1606425702811245 , 0.00022927749605195836 )
( 0.1646586345381526 , 0.00021108472429991957 )
( 0.1686746987951807 , 0.00019352166670745757 )
( 0.17269076305220882 , 0.00017665702135170836 )
( 0.17670682730923692 , 0.0001605485383293062 )
( 0.18072289156626503 , 0.00014524324182079427 )
( 0.18473895582329317 , 0.00013077771809814074 )
( 0.18875502008032127 , 0.00011717846858027192 )
( 0.19277108433734938 , 0.0001044623265098111 )
( 0.1967871485943775 , 9.263693519637618e-05 )
( 0.2008032128514056 , 8.170128506678116e-05 )
( 0.20481927710843373 , 7.164630597806209e-05 )
( 0.20883534136546184 , 6.245551040475817e-05 )
( 0.21285140562248994 , 5.410568221556511e-05 )
( 0.21686746987951805 , 4.6567604828768303e-05 )
( 0.22088353413654616 , 3.9806821598554305e-05 )
( 0.22489959839357426 , 3.378442036574116e-05 )
( 0.2289156626506024 , 2.8457833233046053e-05 )
( 0.2329317269076305 , 2.378164183529797e-05 )
( 0.2369477911646586 , 1.9708377704564655e-05 )
( 0.24096385542168672 , 1.618930682212324e-05 )
( 0.24497991967871482 , 1.3175187146689538e-05 )
( 0.24899598393574296 , 1.0616987853563701e-05 )
( 0.25301204819277107 , 8.466559254305528e-06 )
( 0.2570281124497992 , 6.67724292650441e-06 )
( 0.2610441767068273 , 5.204412495786592e-06 )
( 0.2650602409638554 , 4.0059367932705466e-06 )
( 0.2690763052208835 , 3.042558760334919e-06 )
( 0.2730923694779116 , 2.278185470304575e-06 )
( 0.2771084337349397 , 1.6800869393772816e-06 )
( 0.28112449799196787 , 1.2190039405987252e-06 )
( 0.285140562248996 , 8.691677204020212e-07 )
( 0.2891566265060241 , 6.082372291680791e-07 )
( 0.2931726907630522 , 4.1716207649696617e-07 )
( 0.2971887550200803 , 2.7998175553749816e-07 )
( 0.3012048192771084 , 1.8357359272862468e-07 )
( 0.3052208835341365 , 1.1736322343430643e-07 )
( 0.3092369477911646 , 7.301204932408726e-08 )
( 0.3132530120481927 , 4.409602083209435e-08 )
( 0.31726907630522083 , 2.5789185167688783e-08 )
( 0.321285140562249 , 1.4563792625736892e-08 )
( 0.3253012048192771 , 7.91647910581704e-09 )
( 0.3293172690763052 , 4.1273262402520935e-09 )
( 0.3333333333333333 , 2.055680152600522e-09 )
( 0.3373493975903614 , 9.737500951651565e-10 )
( 0.34136546184738953 , 4.3646669534917993e-10 )
( 0.34538152610441764 , 1.8407070044681193e-10 )
( 0.34939759036144574 , 7.256575897988408e-11 )
( 0.35341365461847385 , 2.6545160836524883e-11 )
( 0.35742971887550196 , 8.934722130550828e-12 )
( 0.36144578313253006 , 2.7404135645514734e-12 )
( 0.3654618473895582 , 7.574460835470561e-13 )
( 0.36947791164658633 , 1.862488808735689e-13 )
( 0.37349397590361444 , 4.01371047561708e-14 )
( 0.37751004016064255 , 7.449563392538063e-15 )
( 0.38152610441767065 , 1.1667125816444956e-15 )
( 0.38554216867469876 , 1.5051332237387687e-16 )
( 0.38955823293172687 , 1.5543716306568006e-17 )
( 0.393574297188755 , 1.2419608787367413e-18 )
( 0.3975903614457831 , 7.370189391951715e-20 )
( 0.4016064257028112 , 3.0918003900200287e-21 )
( 0.4056224899598393 , 8.633456267409763e-23 )
( 0.40963855421686746 , 1.4905188235712805e-24 )
( 0.41365461847389556 , 1.4520170651155462e-26 )
( 0.41767068273092367 , 7.11967494286994e-29 )
( 0.4216867469879518 , 1.5209315955947773e-31 )
( 0.4257028112449799 , 1.177077957480373e-34 )
( 0.429718875502008 , 2.59932627853566e-38 )
( 0.4337349397590361 , 1.1972420556178724e-42 )
( 0.4377510040160642 , 7.573701560629045e-48 )
( 0.4417670682730923 , 3.732370388517051e-54 )
( 0.4457831325301204 , 6.535688755033446e-62 )
( 0.4497991967871485 , 1.3377813843091198e-71 )
( 0.4538152610441767 , 6.357075914122627e-84 )
( 0.4578313253012048 , 6.217567230363907e-100 )
( 0.4618473895582329 , 2.8993647232112633e-121 )
( 0.465863453815261 , 1.4334022929039938e-150 )
( 0.4698795180722891 , 2.1820850777688025e-192 )
( 0.4738955823293172 , 5.284220473982009e-255 )
( 0.47791164658634533 , 0.0 )
( 0.48192771084337344 , 0.0 )
( 0.48594377510040154 , 0.0 )
( 0.48995983935742965 , 0.0 )
( 0.4939759036144578 , 0.0 )
( 0.4979919678714859 , 0.0 )
( 0.502008032128514 , 0.0 )
( 0.5060240963855421 , 0.0 )
( 0.5100401606425702 , 0.0 )
( 0.5140562248995983 , 0.0 )
( 0.5180722891566265 , 0.0 )
( 0.5220883534136546 , 0.0 )
( 0.5261044176706827 , 9.513886127788504e-269 )
( 0.5301204819277108 , 2.4337916426842343e-204 )
( 0.5341365461847389 , 3.717136407643256e-161 )
( 0.538152610441767 , 8.942472231369387e-131 )
( 0.5421686746987951 , 1.4132376148177622e-108 )
( 0.5461847389558232 , 7.476390593561112e-92 )
( 0.5502008032128514 , 6.222377522539249e-79 )
( 0.5542168674698794 , 9.75556822428404e-69 )
( 0.5582329317269076 , 1.5148831942074295e-60 )
( 0.5622489959839357 , 7.313319229608041e-54 )
( 0.5662650602409638 , 2.4656512189596093e-48 )
( 0.570281124497992 , 1.0428501676696865e-43 )
( 0.57429718875502 , 8.527462497392146e-40 )
( 0.5783132530120482 , 1.8658774658184924e-36 )
( 0.5823293172690762 , 1.4001364377799891e-33 )
( 0.5863453815261044 , 4.366252197815375e-31 )
( 0.5903614457831324 , 6.578283467516143e-29 )
( 0.5943775100401606 , 5.395907379296548e-27 )
( 0.5983935742971886 , 2.6518421787046894e-25 )
( 0.6024096385542168 , 8.437433900979173e-24 )
( 0.606425702811245 , 1.851483897007677e-22 )
( 0.610441767068273 , 2.9517525584191225e-21 )
( 0.6144578313253012 , 3.569692573810854e-20 )
( 0.6184738955823292 , 3.3948278343818285e-19 )
( 0.6224899598393574 , 2.616893806681232e-18 )
( 0.6265060240963854 , 1.677439857164079e-17 )
( 0.6305220883534136 , 9.137860429546258e-17 )
( 0.6345381526104417 , 4.3097104434309244e-16 )
( 0.6385542168674698 , 1.7880760710118865e-15 )
( 0.642570281124498 , 6.616589364786123e-15 )
